concept_id,concept_name,domain_id,concept_class_id,vocabulary_id,concept_code,source_vocabulary_id,source_code,source_code_description,source_frequency,source_frequency_validated,mapping_status,equivalence
4286507,Upper respiratory tract obstruction,Condition,Disorder,SNOMED,68372009,AUMC Diagnosis,16658-14,Hogere luchtwegobstructie,6,6,APPROVED,EQUAL
443727,Diabetic ketoacidosis,Condition,Disorder,SNOMED,420422005,AUMC Diagnosis,18673-550,Non-operative metabolic - Diabetic ketoacidosis,14,14,APPROVED,EQUAL
381591,Cerebrovascular disease,Condition,Disorder,SNOMED,62914000,AUMC Diagnosis,16661-25,Diagnose anders,3,3,APPROVED,EQUAL
4176148,Extradural intracranial hematoma,Condition,Disorder,SNOMED,428268007,AUMC Diagnosis,17025-37,"Hematoma, epidural",8,8,APPROVED,EQUAL
317109,Respiratory arrest,Condition,Disorder,SNOMED,87317003,AUMC Diagnosis,17005-3,"Arrest, respiratory (without cardiac arrest)",45,45,APPROVED,EQUAL
44783658,Cardiorespiratory arrest with successful resuscitation,Condition,Disorder,SNOMED,699748007,AUMC Diagnosis,18589-11,Na cardiac arrest,1034,1034,APPROVED,EQUAL
317109,Respiratory arrest,Condition,Disorder,SNOMED,87317003,AUMC Diagnosis,18670-111,Non-operatief Respiratoir - Na respiratoir arrest,15,15,APPROVED,EQUAL
440921,Traumatic injury,Condition,Disorder,SNOMED,417746004,AUMC Diagnosis,18671-447,"Post-operative trauma - Pelvis/spinal trauma, surgery for",1,1,APPROVED,EQUAL
4095850,Spinal injury,Condition,Disorder,SNOMED,262521009,AUMC Diagnosis,18671-447,"Post-operative trauma - Pelvis/spinal trauma, surgery for",1,1,APPROVED,EQUAL
4154168,Pelvic injury,Condition,Disorder,SNOMED,282771003,AUMC Diagnosis,18671-447,"Post-operative trauma - Pelvis/spinal trauma, surgery for",1,1,APPROVED,EQUAL
4301351,Surgical procedure,Procedure,Procedure,SNOMED,387713003,AUMC Diagnosis,18671-447,"Post-operative trauma - Pelvis/spinal trauma, surgery for",1,1,APPROVED,EQUAL
44782560,Idiopathic pulmonary arterial hypertension,Condition,Disorder,SNOMED,697898008,AUMC Diagnosis,17005-14,"Hypertension-pulmonary, primary/idiopathic",22,22,APPROVED,EQUAL
440921,Traumatic injury,Condition,Disorder,SNOMED,417746004,AUMC Diagnosis,16648-25,Extremiteitentrauma (niet operatief),2,2,APPROVED,EQUAL
133468,Disorder of limb,Condition,Disorder,SNOMED,128605003,AUMC Diagnosis,16648-25,Extremiteitentrauma (niet operatief),2,2,APPROVED,EQUAL
4301351,Surgical procedure,Procedure,Procedure,SNOMED,387713003,AUMC Diagnosis,16648-25,Extremiteitentrauma (niet operatief),2,2,APPROVED,EQUAL
132797,Sepsis,Condition,Disorder,SNOMED,91302008,AUMC Diagnosis,18671-36,"Non-operative cardiovascular - Sepsis, gynecologic",2,2,APPROVED,EQUAL
4193182,Female genital infection,Condition,Disorder,SNOMED,312196000,AUMC Diagnosis,18671-36,"Non-operative cardiovascular - Sepsis, gynecologic",2,2,APPROVED,EQUAL
441875,Thoracic aortic aneurysm which has ruptured,Condition,Disorder,SNOMED,195258006,AUMC Diagnosis,18671-228,"Post-operative cardiovascular - Aneurysm, thoracic aortic; with rupture",62,62,APPROVED,EQUAL
4000088,Repair of thoracic aortic aneurysm,Procedure,Procedure,SNOMED,19262003,AUMC Diagnosis,18671-228,"Post-operative cardiovascular - Aneurysm, thoracic aortic; with rupture",62,62,APPROVED,EQUAL
437744,Heat exhaustion,Condition,Disorder,SNOMED,95868006,AUMC Diagnosis,18673-551,Non-operative metabolic - Heat exhaustion/stroke,3,3,APPROVED,EQUAL
4120088,Cardiac arrest with successful resuscitation,Condition,Disorder,SNOMED,233927002,AUMC Diagnosis,18669-37,Non-operatief Cardiovasculair - Na cardiac arrest,2673,2673,APPROVED,EQUAL
4112853,Malignant tumor of breast,Condition,Disorder,SNOMED,254837009,AUMC Diagnosis,17010-14,Mastectomy (all),1,1,APPROVED,EQUAL
37164749,Excision of breast,Procedure,Procedure,SNOMED,1231734007,AUMC Diagnosis,17010-14,Mastectomy (all),1,1,APPROVED,EQUAL
4046365,Subarachnoid hemorrhage due to ruptured aneurysm,Condition,Disorder,SNOMED,230719004,AUMC Diagnosis,18671-145,Non-operative neurologic - Subarachnoid hemorrhage/intracranial aneurysm,24,24,APPROVED,EQUAL
192671,Gastrointestinal hemorrhage,Condition,Disorder,SNOMED,74474003,AUMC Diagnosis,18669-11,Operatief Gastro-Intestinaal - Gastro-intestinale bloeding,190,190,APPROVED,EQUAL
4314251,Laparotomy,Procedure,Procedure,SNOMED,86481000,AUMC Diagnosis,18669-11,Operatief Gastro-Intestinaal - Gastro-intestinale bloeding,190,190,APPROVED,EQUAL
4121803,Cerebral arteriovenous malformation,Condition,Disorder,SNOMED,234142008,AUMC Diagnosis,17014-3,"Arteriovenous malformation, surgery for",18,18,APPROVED,EQUAL
4045952,Excision of intracranial arteriovenous malformation,Procedure,Procedure,SNOMED,230905005,AUMC Diagnosis,17014-3,"Arteriovenous malformation, surgery for",18,18,APPROVED,EQUAL
132797,Sepsis,Condition,Disorder,SNOMED,91302008,AUMC Diagnosis,16998-36,"Sepsis, gynecologic",1,1,APPROVED,EQUAL
4129391,Female genital tract infection,Condition,Disorder,SNOMED,125585007,AUMC Diagnosis,16998-36,"Sepsis, gynecologic",1,1,APPROVED,EQUAL
257581,Acute asthma,Condition,Disorder,SNOMED,281239006,AUMC Diagnosis,18670-112,Non-operatief Respiratoir - Asthma of allergie,5,5,APPROVED,EQUAL
40589905,Allergic reaction,Observation,Disorder,SNOMED,419076005,AUMC Diagnosis,18670-112,Non-operatief Respiratoir - Asthma of allergie,5,5,APPROVED,EQUAL
317576,Coronary arteriosclerosis,Condition,Disorder,SNOMED,53741008,AUMC Diagnosis,16671-25,Gecombineerde hartchirurgie,3,3,APPROVED,EQUAL
4281749,Heart valve disorder,Condition,Disorder,SNOMED,368009,AUMC Diagnosis,16671-25,Gecombineerde hartchirurgie,3,3,APPROVED,EQUAL
4336464,Coronary artery bypass graft,Procedure,Procedure,SNOMED,232717009,AUMC Diagnosis,16671-25,Gecombineerde hartchirurgie,3,3,APPROVED,EQUAL
4249161,Operation on heart valve,Procedure,Procedure,SNOMED,73544002,AUMC Diagnosis,16671-25,Gecombineerde hartchirurgie,3,3,APPROVED,EQUAL
24609,Hypoglycemia,Condition,Disorder,SNOMED,302866003,AUMC Diagnosis,18673-554,Non-operative metabolic - Hypoglycemia,10,10,APPROVED,EQUAL
440921,Traumatic injury,Condition,Disorder,SNOMED,417746004,AUMC Diagnosis,16648-14,Multi trauma (operatief),54,54,APPROVED,EQUAL
4096313,Multiple injuries,Condition,Disorder,SNOMED,262519004,AUMC Diagnosis,16648-14,Multi trauma (operatief),54,54,APPROVED,EQUAL
4301351,Surgical procedure,Procedure,Procedure,SNOMED,387713003,AUMC Diagnosis,16648-14,Multi trauma (operatief),54,54,APPROVED,EQUAL
440921,Traumatic injury,Condition,Disorder,SNOMED,417746004,AUMC Diagnosis,18671-448,"Post-operative trauma - Spinal cord only trauma, surgery for",37,37,APPROVED,EQUAL
4235863,Spinal cord injury,Condition,Disorder,SNOMED,90584004,AUMC Diagnosis,18671-448,"Post-operative trauma - Spinal cord only trauma, surgery for",37,37,APPROVED,EQUAL
4301351,Surgical procedure,Procedure,Procedure,SNOMED,387713003,AUMC Diagnosis,18671-448,"Post-operative trauma - Spinal cord only trauma, surgery for",37,37,APPROVED,EQUAL
313459,Sleep apnea,Condition,Disorder,SNOMED,73430006,AUMC Diagnosis,18671-146,"Non-operative respiratory - Apnea, sleep",20,20,APPROVED,EQUAL
440921,Traumatic injury,Condition,Disorder,SNOMED,417746004,AUMC Diagnosis,17007-25,Head/pelvis trauma,6,6,APPROVED,EQUAL
375415,Injury of head,Condition,Disorder,SNOMED,82271004,AUMC Diagnosis,17007-25,Head/pelvis trauma,6,6,APPROVED,EQUAL
4154168,Pelvic injury,Condition,Disorder,SNOMED,282771003,AUMC Diagnosis,17007-25,Head/pelvis trauma,6,6,APPROVED,EQUAL
132797,Sepsis,Condition,Disorder,SNOMED,91302008,AUMC Diagnosis,17029-112,"Sepsis, cutaneous/soft tissue",3,3,APPROVED,EQUAL
4320030,Soft tissue infection,Condition,Disorder,SNOMED,95880003,AUMC Diagnosis,17029-112,"Sepsis, cutaneous/soft tissue",3,3,APPROVED,EQUAL
4012185,Cardiovascular surgical procedure,Procedure,Procedure,SNOMED,112802009,AUMC Diagnosis,17029-112,"Sepsis, cutaneous/soft tissue",3,3,APPROVED,EQUAL
4181343,Malignant tumor of esophagus,Condition,Disorder,SNOMED,363402007,AUMC Diagnosis,17020-31,"Cancer, esophageal",5,5,APPROVED,EQUAL
76685,Myasthenia gravis,Condition,Disorder,SNOMED,91637004,AUMC Diagnosis,17004-14,Myasthenia gravis,19,19,APPROVED,EQUAL
132797,Sepsis,Condition,Disorder,SNOMED,91302008,AUMC Diagnosis,18671-37,"Non-operative cardiovascular - Sepsis, other",143,143,APPROVED,EQUAL
4171379,Disorder of the genitourinary system,Condition,Disorder,SNOMED,42030000,AUMC Diagnosis,17000-1,"Genitourinary medical, other",30,30,APPROVED,EQUAL
4238808,Empyema of pleura,Condition,Disorder,SNOMED,58554001,AUMC Diagnosis,17036-36,Thoracotomy for pleural disease,1,1,APPROVED,EQUAL
4073393,Opening of chest,Procedure,Procedure,SNOMED,177765008,AUMC Diagnosis,17036-36,Thoracotomy for pleural disease,1,1,APPROVED,EQUAL
132797,Sepsis,Condition,Disorder,SNOMED,91302008,AUMC Diagnosis,16998-37,"Sepsis, other",75,75,APPROVED,EQUAL
440921,Traumatic injury,Condition,Disorder,SNOMED,417746004,AUMC Diagnosis,17007-1,Abdomen only trauma,34,34,APPROVED,EQUAL
200588,Injury of abdomen,Condition,Disorder,SNOMED,128069005,AUMC Diagnosis,17007-1,Abdomen only trauma,34,34,APPROVED,EQUAL
317585,Aortic aneurysm,Condition,Disorder,SNOMED,67362008,AUMC Diagnosis,18671-229,"Post-operative cardiovascular - Aneurysms, repair of other (except ventricular)",35,35,APPROVED,EQUAL
4327488,Repair of aneurysm,Procedure,Procedure,SNOMED,75087007,AUMC Diagnosis,18671-229,"Post-operative cardiovascular - Aneurysms, repair of other (except ventricular)",35,35,APPROVED,EQUAL
4317285,Non-cardiogenic pulmonary edema,Condition,Disorder,SNOMED,95437004,AUMC Diagnosis,18610-14,Niet-cardiogene long oedeem,13,13,APPROVED,EQUAL
4044013,Hematologic neoplasm,Condition,Disorder,SNOMED,129154003,AUMC Diagnosis,17011-1,"Hematologic surgery, other",1,1,APPROVED,EQUAL
4301351,Surgical procedure,Procedure,Procedure,SNOMED,387713003,AUMC Diagnosis,17011-1,"Hematologic surgery, other",1,1,APPROVED,EQUAL
440921,Traumatic injury,Condition,Disorder,SNOMED,417746004,AUMC Diagnosis,18671-449,"Post-operative trauma - Spinal/extremity trauma, surgery for",31,31,APPROVED,EQUAL
4095850,Spinal injury,Condition,Disorder,SNOMED,262521009,AUMC Diagnosis,18671-449,"Post-operative trauma - Spinal/extremity trauma, surgery for",31,31,APPROVED,EQUAL
133468,Disorder of limb,Condition,Disorder,SNOMED,128605003,AUMC Diagnosis,18671-449,"Post-operative trauma - Spinal/extremity trauma, surgery for",31,31,APPROVED,EQUAL
4301351,Surgical procedure,Procedure,Procedure,SNOMED,387713003,AUMC Diagnosis,18671-449,"Post-operative trauma - Spinal/extremity trauma, surgery for",31,31,APPROVED,EQUAL
4145721,Acute non-Q wave infarction,Condition,Disorder,SNOMED,307140009,AUMC Diagnosis,16998-25,"Infarction, acute myocardial (MI), NON Q Wave",9,9,APPROVED,EQUAL
437312,Bleeding,Condition,Clinical Finding,SNOMED,131148009,AUMC Diagnosis,18671-20,Non-operative cardiovascular - Hemorrhage (for gastrointestinal bleeding -see GI system) (trauma: see Trauma),63,63,APPROVED,EQUAL
4044013,Hematologic neoplasm,Condition,Disorder,SNOMED,129154003,AUMC Diagnosis,18591-1,Hematologisch,150,150,APPROVED,EQUAL
4238808,Empyema of pleura,Condition,Disorder,SNOMED,58554001,AUMC Diagnosis,17036-37,Thoracotomy for thoracic/respiratory infection,2,2,APPROVED,EQUAL
4073393,Opening of chest,Procedure,Procedure,SNOMED,177765008,AUMC Diagnosis,17036-37,Thoracotomy for thoracic/respiratory infection,2,2,APPROVED,EQUAL
440921,Traumatic injury,Condition,Disorder,SNOMED,417746004,AUMC Diagnosis,17017-1,"Abdomen only trauma, surgery for",23,23,APPROVED,EQUAL
200588,Injury of abdomen,Condition,Disorder,SNOMED,128069005,AUMC Diagnosis,17017-1,"Abdomen only trauma, surgery for",23,23,APPROVED,EQUAL
4301351,Surgical procedure,Procedure,Procedure,SNOMED,387713003,AUMC Diagnosis,17017-1,"Abdomen only trauma, surgery for",23,23,APPROVED,EQUAL
257004,Acute exacerbation of chronic obstructive airways disease,Condition,Disorder,SNOMED,195951007,AUMC Diagnosis,18670-113,Non-operatief Respiratoir - Chronisch obstructieve longziekte,45,45,APPROVED,EQUAL
4044013,Hematologic neoplasm,Condition,Disorder,SNOMED,129154003,AUMC Diagnosis,18598-1,Hematologisch,15,15,APPROVED,EQUAL
4301351,Surgical procedure,Procedure,Procedure,SNOMED,387713003,AUMC Diagnosis,18598-1,Hematologisch,15,15,APPROVED,EQUAL
4195694,Acute respiratory distress syndrome,Condition,Disorder,SNOMED,67782005,AUMC Diagnosis,18671-147,"Non-operative respiratory - ARDS-adult respiratory distress syndrome, non-cardiogenic pulmonary edema",97,97,APPROVED,EQUAL
440921,Traumatic injury,Condition,Disorder,SNOMED,417746004,AUMC Diagnosis,17028-38,Abdomen/extremity trauma,1,1,APPROVED,EQUAL
200588,Injury of abdomen,Condition,Disorder,SNOMED,128069005,AUMC Diagnosis,17028-38,Abdomen/extremity trauma,1,1,APPROVED,EQUAL
133468,Disorder of limb,Condition,Disorder,SNOMED,128605003,AUMC Diagnosis,17028-38,Abdomen/extremity trauma,1,1,APPROVED,EQUAL
4161701,Pericardial effusion,Condition,Disorder,SNOMED,373945007,AUMC Diagnosis,16672-20,Ontlasting pericardeffusie,1,1,APPROVED,EQUAL
4018853,Decompression of cardiac tamponade,Procedure,Procedure,SNOMED,175180005,AUMC Diagnosis,16672-20,Ontlasting pericardeffusie,1,1,APPROVED,EQUAL
380834,Coma,Condition,Disorder,SNOMED,371632003,AUMC Diagnosis,17025-31,"Coma/change in level of consciousness (for hepatic see GI, for diabetic see",42,42,APPROVED,EQUAL
4247297,Cerebral abscess,Condition,Disorder,SNOMED,60404007,AUMC Diagnosis,17004-1,"Abscess, neurologic",4,4,APPROVED,EQUAL
4074815,Inflammatory bowel disease,Condition,Disorder,SNOMED,24526004,AUMC Diagnosis,17009-25,"Inflammatory bowel disease, surgery for",1,1,APPROVED,EQUAL
4314251,Laparotomy,Procedure,Procedure,SNOMED,86481000,AUMC Diagnosis,17009-25,"Inflammatory bowel disease, surgery for",1,1,APPROVED,EQUAL
440921,Traumatic injury,Condition,Disorder,SNOMED,417746004,AUMC Diagnosis,18671-451,"Post-operative trauma - Spinal/multiple trauma, surgery for",43,43,APPROVED,EQUAL
4095850,Spinal injury,Condition,Disorder,SNOMED,262521009,AUMC Diagnosis,18671-451,"Post-operative trauma - Spinal/multiple trauma, surgery for",43,43,APPROVED,EQUAL
4096313,Multiple injuries,Condition,Disorder,SNOMED,262519004,AUMC Diagnosis,18671-451,"Post-operative trauma - Spinal/multiple trauma, surgery for",43,43,APPROVED,EQUAL
4301351,Surgical procedure,Procedure,Procedure,SNOMED,387713003,AUMC Diagnosis,18671-451,"Post-operative trauma - Spinal/multiple trauma, surgery for",43,43,APPROVED,EQUAL
4192647,Hypovolemic shock,Condition,Disorder,SNOMED,39419009,AUMC Diagnosis,13133-1,Hypovolemische shock,120,120,APPROVED,EQUAL
4023479,Acute congestive heart failure,Condition,Disorder,SNOMED,10633002,AUMC Diagnosis,18671-14,"Non-operative cardiovascular - CHF, congestive heart failure",509,509,APPROVED,EQUAL
257004,Acute exacerbation of chronic obstructive airways disease,Condition,Disorder,SNOMED,195951007,AUMC Diagnosis,17026-38,Emphysema/bronchitis,34,34,APPROVED,EQUAL
192357,Paralytic ileus,Condition,Disorder,SNOMED,55525008,AUMC Diagnosis,13135-1,Ileus,35,35,APPROVED,EQUAL
4038838,Non-Hodgkin's lymphoma (clinical),Condition,Disorder,SNOMED,118601006,AUMC Diagnosis,17022-25,"Lymphoma, non-Hodgkins",11,11,APPROVED,EQUAL
4112878,Neoplasm of urinary tract proper,Condition,Disorder,SNOMED,254913005,AUMC Diagnosis,17031-31,Cystectomy for neoplasm,7,7,APPROVED,EQUAL
4029571,Bladder excision,Procedure,Procedure,SNOMED,108034003,AUMC Diagnosis,17031-31,Cystectomy for neoplasm,7,7,APPROVED,EQUAL
4326255,Abdominal abscess,Condition,Disorder,SNOMED,75100008,AUMC Diagnosis,17020-38,GI Abscess/cyst,1,1,APPROVED,EQUAL
4244662,Disorder of musculoskeletal system,Condition,Disorder,SNOMED,928000,AUMC Diagnosis,18671-113,"Non-operative musculo-skeletal - Musculoskeletal medical, other",14,14,APPROVED,EQUAL
440921,Traumatic injury,Condition,Disorder,SNOMED,417746004,AUMC Diagnosis,18669-20,Operatief Neurologisch - Hoofd trauma,1186,1186,APPROVED,EQUAL
375415,Injury of head,Condition,Disorder,SNOMED,82271004,AUMC Diagnosis,18669-20,Operatief Neurologisch - Hoofd trauma,1186,1186,APPROVED,EQUAL
4301351,Surgical procedure,Procedure,Procedure,SNOMED,387713003,AUMC Diagnosis,18669-20,Operatief Neurologisch - Hoofd trauma,1186,1186,APPROVED,EQUAL
317576,Coronary arteriosclerosis,Condition,Disorder,SNOMED,53741008,AUMC Diagnosis,17008-19,CABG with mitral valve repair,117,117,APPROVED,EQUAL
319843,Mitral valve disorder,Condition,Disorder,SNOMED,11851006,AUMC Diagnosis,17008-19,CABG with mitral valve repair,117,117,APPROVED,EQUAL
4336464,Coronary artery bypass graft,Procedure,Procedure,SNOMED,232717009,AUMC Diagnosis,17008-19,CABG with mitral valve repair,117,117,APPROVED,EQUAL
4297235,Repair of mitral valve,Procedure,Procedure,SNOMED,384641003,AUMC Diagnosis,17008-19,CABG with mitral valve repair,117,117,APPROVED,EQUAL
4247297,Cerebral abscess,Condition,Disorder,SNOMED,60404007,AUMC Diagnosis,17014-1,"Abscess/infection-cranial, surgery for",34,34,APPROVED,EQUAL
4323283,Operation on brain,Procedure,Procedure,SNOMED,70586009,AUMC Diagnosis,17014-1,"Abscess/infection-cranial, surgery for",34,34,APPROVED,EQUAL
132797,Sepsis,Condition,Disorder,SNOMED,91302008,AUMC Diagnosis,17029-113,"Sepsis, GI",6,6,APPROVED,EQUAL
37396146,Gastrointestinal infection,Condition,Disorder,SNOMED,715852004,AUMC Diagnosis,17029-113,"Sepsis, GI",6,6,APPROVED,EQUAL
4012185,Cardiovascular surgical procedure,Procedure,Procedure,SNOMED,112802009,AUMC Diagnosis,17029-113,"Sepsis, GI",6,6,APPROVED,EQUAL
602985,Intoxication,Condition,Disorder,SNOMED,1149322001,AUMC Diagnosis,13137-1,Intoxicatie,389,389,APPROVED,EQUAL
440921,Traumatic injury,Condition,Disorder,SNOMED,417746004,AUMC Diagnosis,18671-452,"Post-operative trauma - Trauma surgery, other",73,73,APPROVED,EQUAL
4301351,Surgical procedure,Procedure,Procedure,SNOMED,387713003,AUMC Diagnosis,18671-452,"Post-operative trauma - Trauma surgery, other",73,73,APPROVED,EQUAL
317109,Respiratory arrest,Condition,Disorder,SNOMED,87317003,AUMC Diagnosis,18671-148,"Non-operative respiratory - Arrest, respiratory (without cardiac arrest)",86,86,APPROVED,EQUAL
4326255,Abdominal abscess,Condition,Disorder,SNOMED,75100008,AUMC Diagnosis,18671-301,"Post-operative gastro-intestinal - GI Abscess/cyst-primary, surgery for (for complications of GI surgery see below)",54,54,APPROVED,EQUAL
4314251,Laparotomy,Procedure,Procedure,SNOMED,86481000,AUMC Diagnosis,18671-301,"Post-operative gastro-intestinal - GI Abscess/cyst-primary, surgery for (for complications of GI surgery see below)",54,54,APPROVED,EQUAL
3654996,Peripheral arterial disease,Condition,Disorder,SNOMED,840580004,AUMC Diagnosis,17008-38,"Graft, aorto-iliac bypass",5,5,APPROVED,EQUAL
4236711,Aorto-iliac bypass with prosthesis,Procedure,Procedure,SNOMED,405487006,AUMC Diagnosis,17008-38,"Graft, aorto-iliac bypass",5,5,APPROVED,EQUAL
31821,Disorder of endocrine system,Condition,Disorder,SNOMED,362969004,AUMC Diagnosis,18592-1,Metabolisme,261,261,APPROVED,EQUAL
198571,Cardiogenic shock,Condition,Disorder,SNOMED,89138009,AUMC Diagnosis,18604-19,Cardiogene shock,50,50,APPROVED,EQUAL
31821,Disorder of endocrine system,Condition,Disorder,SNOMED,362969004,AUMC Diagnosis,17023-25,"Metabolic/endocrine medical, other",29,29,APPROVED,EQUAL
31821,Disorder of endocrine system,Condition,Disorder,SNOMED,362969004,AUMC Diagnosis,18599-1,Metabolisme,96,96,APPROVED,EQUAL
4194964,Operation on endocrine system,Procedure,Procedure,SNOMED,79537002,AUMC Diagnosis,18599-1,Metabolisme,96,96,APPROVED,EQUAL
4166498,Overdose of analgesic drug,Condition,Disorder,SNOMED,295122008,AUMC Diagnosis,17004-20,"Overdose, analgesic (aspirin, cetaminophen)",7,7,APPROVED,EQUAL
4096947,Disorder of acid-base balance,Condition,Disorder,SNOMED,26436007,AUMC Diagnosis,17002-1,Acid-base electrolyte disturbance,69,69,APPROVED,EQUAL
45769438,Acute severe exacerbation of asthma,Condition,Disorder,SNOMED,708090002,AUMC Diagnosis,18671-149,Non-operative respiratory - Asthma,25,25,APPROVED,EQUAL
4000610,Disorder of gastrointestinal tract,Condition,Disorder,SNOMED,119292006,AUMC Diagnosis,16643-19,Gastro-intestinaal overig,32,32,APPROVED,EQUAL
4314251,Laparotomy,Procedure,Procedure,SNOMED,86481000,AUMC Diagnosis,16643-19,Gastro-intestinaal overig,32,32,APPROVED,EQUAL
4176148,Extradural intracranial hematoma,Condition,Disorder,SNOMED,428268007,AUMC Diagnosis,17035-38,"Hematoma, epidural, surgery for",4,4,APPROVED,EQUAL
4063759,Evacuation of intracranial extradural hematoma,Procedure,Procedure,SNOMED,171713001,AUMC Diagnosis,17035-38,"Hematoma, epidural, surgery for",4,4,APPROVED,EQUAL
255848,Pneumonia,Condition,Disorder,SNOMED,233604007,AUMC Diagnosis,17005-20,"Pneumonia, other",153,153,APPROVED,EQUAL
4023479,Acute congestive heart failure,Condition,Disorder,SNOMED,10633002,AUMC Diagnosis,18669-31,Non-operatief Cardiovasculair - Congestief hart falen,668,668,APPROVED,EQUAL
441202,Anaphylaxis,Observation,Disorder,SNOMED,39579001,AUMC Diagnosis,18673-453,Non-operative cardiovascular - Anaphylaxis,2,2,APPROVED,EQUAL
4306082,Aspiration pneumonitis,Condition,Disorder,SNOMED,155597006,AUMC Diagnosis,18670-114,Non-operatief Respiratoir - Aspiratie en vergiftiging,27,27,APPROVED,EQUAL
4345578,Rhabdomyolysis,Condition,Disorder,SNOMED,240131006,AUMC Diagnosis,17024-20,Rhabdomyolysis,2,2,APPROVED,EQUAL
444044,Acute tubular necrosis,Condition,Disorder,SNOMED,35455006,AUMC Diagnosis,13138-1,Acute tubulus necrose,99,99,APPROVED,EQUAL
4318408,Subdural hematoma,Condition,Disorder,SNOMED,95453001,AUMC Diagnosis,17025-38,"Hematoma, subdural",19,19,APPROVED,EQUAL
132797,Sepsis,Condition,Disorder,SNOMED,91302008,AUMC Diagnosis,18604-20,Sepsis,151,151,APPROVED,EQUAL
132797,Sepsis,Condition,Disorder,SNOMED,91302008,AUMC Diagnosis,17029-115,"Sepsis, other",2,2,APPROVED,EQUAL
4012185,Cardiovascular surgical procedure,Procedure,Procedure,SNOMED,112802009,AUMC Diagnosis,17029-115,"Sepsis, other",2,2,APPROVED,EQUAL
4339468,"Ear, nose and throat disorder",Condition,Disorder,SNOMED,232208008,AUMC Diagnosis,13145-1,Mond/keelholte/kaak chirurgie (hemodynamische bewaking),104,104,APPROVED,EQUAL
201965,Shock,Condition,Disorder,SNOMED,27942005,AUMC Diagnosis,13145-1,Mond/keelholte/kaak chirurgie (hemodynamische bewaking),104,104,APPROVED,EQUAL
4298484,Operation on oral cavity,Procedure,Procedure,SNOMED,384685001,AUMC Diagnosis,13145-1,Mond/keelholte/kaak chirurgie (hemodynamische bewaking),104,104,APPROVED,EQUAL
4118993,Pheochromocytoma,Condition,Disorder,SNOMED,302835009,AUMC Diagnosis,17012-1,Adrenalectomy,22,22,APPROVED,EQUAL
4137462,Adrenalectomy,Procedure,Procedure,SNOMED,31904001,AUMC Diagnosis,17012-1,Adrenalectomy,22,22,APPROVED,EQUAL
261880,Atelectasis,Condition,Disorder,SNOMED,46621007,AUMC Diagnosis,18671-150,Non-operative respiratory - Atelectasis,130,130,APPROVED,EQUAL
4145721,Acute non-Q wave infarction,Condition,Disorder,SNOMED,307140009,AUMC Diagnosis,18671-25,"Non-operative cardiovascular - Infarction, acute myocardial (MI), NON Q Wave",18,18,APPROVED,EQUAL
132797,Sepsis,Condition,Disorder,SNOMED,91302008,AUMC Diagnosis,17029-116,"Sepsis, pulmonary",2,2,APPROVED,EQUAL
255848,Pneumonia,Condition,Disorder,SNOMED,233604007,AUMC Diagnosis,17029-116,"Sepsis, pulmonary",2,2,APPROVED,EQUAL
4012185,Cardiovascular surgical procedure,Procedure,Procedure,SNOMED,112802009,AUMC Diagnosis,17029-116,"Sepsis, pulmonary",2,2,APPROVED,EQUAL
375519,Alcohol withdrawal,Condition,Disorder,SNOMED,191480000,AUMC Diagnosis,16999-1,Alcohol withdrawal,1,1,APPROVED,EQUAL
440385,Obstructive hydrocephalus,Condition,Disorder,SNOMED,230746009,AUMC Diagnosis,17014-20,Shunts and revisions,23,23,APPROVED,EQUAL
4003037,Creation of cerebrospinal fluid shunt,Procedure,Procedure,SNOMED,119566000,AUMC Diagnosis,17014-20,Shunts and revisions,23,23,APPROVED,EQUAL
440921,Traumatic injury,Condition,Disorder,SNOMED,417746004,AUMC Diagnosis,13124-1,Multi trauma (operatief),1358,1358,APPROVED,EQUAL
4096313,Multiple injuries,Condition,Disorder,SNOMED,262519004,AUMC Diagnosis,13124-1,Multi trauma (operatief),1358,1358,APPROVED,EQUAL
4301351,Surgical procedure,Procedure,Procedure,SNOMED,387713003,AUMC Diagnosis,13124-1,Multi trauma (operatief),1358,1358,APPROVED,EQUAL
4129389,Gastrointestinal obstruction,Condition,Disorder,SNOMED,126765001,AUMC Diagnosis,18671-302,"Post-operative gastro-intestinal - GI Obstruction, surgery for (including lysis of adhesions)",118,118,APPROVED,EQUAL
4314251,Laparotomy,Procedure,Procedure,SNOMED,86481000,AUMC Diagnosis,18671-302,"Post-operative gastro-intestinal - GI Obstruction, surgery for (including lysis of adhesions)",118,118,APPROVED,EQUAL
4000610,Disorder of gastrointestinal tract,Condition,Disorder,SNOMED,119292006,AUMC Diagnosis,18669-38,Non-operatief Gastro-Intestinaal - Gastro-intestinaal,1267,1267,APPROVED,EQUAL
4248028,Supraventricular arrhythmia,Condition,Disorder,SNOMED,72654001,AUMC Diagnosis,18671-31,"Non-operative cardiovascular - Rhythm disturbance (atrial, supraventricular)",98,98,APPROVED,EQUAL
4129389,Gastrointestinal obstruction,Condition,Disorder,SNOMED,126765001,AUMC Diagnosis,17009-19,"GI Obstruction, surgery for (including lysis of adhesions)",53,53,APPROVED,EQUAL
4314251,Laparotomy,Procedure,Procedure,SNOMED,86481000,AUMC Diagnosis,17009-19,"GI Obstruction, surgery for (including lysis of adhesions)",53,53,APPROVED,EQUAL
