itemid,item,item_en,vocabulary_id,vocabulary_concept_code,vocabulary_concept_name,abbreviation,categoryid,category,category_en,ordercategoryid,ordercategory,islabresult,valueid,value,unitid,unit,ucum_code,low_normal_value,high_normal_value,expected_min_value,expected_max_value,table,count,count_validated
18644,MC NAS Mobiliseren en positioneren,,,,,MC NAS Mobiliseren en positioneren,708,NAS score,,,,0.0,1.0,Houdingsverandering en mobilisatie (�én keer per dienst),,,,,,,,listitems,12143,12143.0
18644,MC NAS Mobiliseren en positioneren,,,,,MC NAS Mobiliseren en positioneren,708,NAS score,,,,0.0,2.0,Houdingsverandering en mobilisatie (meer dan �én keer per dienst of met twee verpleegkundigen),,,,,,,,listitems,21836,21836.0
18644,MC NAS Mobiliseren en positioneren,,,,,MC NAS Mobiliseren en positioneren,708,NAS score,,,,0.0,3.0,Houdingsverandering en mobilisatie (door drie of meer verpleegkundigen),,,,,,,,listitems,701,701.0
18645,MC NAS Monitoren,,,,,MC NAS Monitoren,708,NAS score,,,,0.0,1.0,"Elk uur controle van vitale parameters, regelmatige registratie van vochtbalans",,,,,,,,listitems,29883,29883.0
18645,MC NAS Monitoren,,,,,MC NAS Monitoren,708,NAS score,,,,0.0,2.0,Aanwezigheid bij het bed en continue observatie of verrichtingen voor twee of meer uur per dienst,,,,,,,,listitems,4321,4321.0
18645,MC NAS Monitoren,,,,,MC NAS Monitoren,708,NAS score,,,,0.0,3.0,Aanwezigheid bij het bed en continue observatie of verrichtingen voor vier of meer uur per dienst,,,,,,,,listitems,479,479.0
18646,MC NAS Ondersteuning en zorg naasten,,,,,MC NAS Ondersteuning en zorg naasten,708,NAS score,,,,0.0,1.0,Ondersteuning en zorg voor patiënt en de naaste van de patiënt (�én uur per dienst),,,,,,,,listitems,33524,33524.0
18646,MC NAS Ondersteuning en zorg naasten,,,,,MC NAS Ondersteuning en zorg naasten,708,NAS score,,,,0.0,2.0,Ondersteuning en zorg voor patiënt en de naaste van de patiënt (tot drie uur per dienst),,,,,,,,listitems,1156,1156.0
18647,MC NAS Procedures  hygiëne,,,,,MC NAS Procedures  hygiëne,708,NAS score,,,,0.0,1.0,Activiteiten m.b.t. hygiëne (minder dan twee uur per dienst),,,,,,,,listitems,32625,32625.0
18647,MC NAS Procedures  hygiëne,,,,,MC NAS Procedures  hygiëne,708,NAS score,,,,0.0,2.0,Activiteiten m.b.t. hygiëne (meer dan twee uur per dienst),,,,,,,,listitems,1999,1999.0
18647,MC NAS Procedures  hygiëne,,,,,MC NAS Procedures  hygiëne,708,NAS score,,,,0.0,3.0,Activiteiten m.b.t. hygiëne (meer dan vier uur per dienst),,,,,,,,listitems,56,56.0
18666,MCHC (bloed),,,,,MCHC (bloed),500,LAB-Hem-bloed,,,,1.0,,,233.0,mmol/cel,mmol/L{RBCs},,,,,numericitems,2686,2686.0
18668,Patiënt overleden op afdeling,,,,,Patiënt overleden op afdeling,705,NICE-Overig,,,,0.0,1.0,Ja,,,,,,,,listitems,1189,1189.0
18668,Patiënt overleden op afdeling,,,,,Patiënt overleden op afdeling,705,NICE-Overig,,,,0.0,2.0,Nee,,,,,,,,listitems,12872,12872.0
18669,NICE APACHEII diagnosen,,,,,NICE APACHEII diagnosen,709,NICE - Apache,,,,0.0,1.0,Operatief Cardiovasculair - Cardiovasculair,,,,,,,,listitems,4950,4950.0
18669,NICE APACHEII diagnosen,,,,,NICE APACHEII diagnosen,709,NICE - Apache,,,,0.0,2.0,Operatief Cardiovasculair - Cardiovasculair multiple trauma,,,,,,,,listitems,521,521.0
18669,NICE APACHEII diagnosen,,,,,NICE APACHEII diagnosen,709,NICE - Apache,,,,0.0,3.0,Operatief Cardiovasculair - Hartkleppen,,,,,,,,listitems,2218,2218.0
18669,NICE APACHEII diagnosen,,,,,NICE APACHEII diagnosen,709,NICE - Apache,,,,0.0,4.0,Operatief Cardiovasculair - Perifeer vasculair,,,,,,,,listitems,1109,1109.0
18669,NICE APACHEII diagnosen,,,,,NICE APACHEII diagnosen,709,NICE - Apache,,,,0.0,5.0,Operatief Cardiovasculair - Haemorragische shock,,,,,,,,listitems,323,323.0
18669,NICE APACHEII diagnosen,,,,,NICE APACHEII diagnosen,709,NICE - Apache,,,,0.0,6.0,Operatief Cardiovasculair - Chron. cardiovasculaire ziekte,,,,,,,,listitems,2568,2568.0
18669,NICE APACHEII diagnosen,,,,,NICE APACHEII diagnosen,709,NICE - Apache,,,,0.0,7.0,Operatief Cardiovasculair - Sepsis,,,,,,,,listitems,220,220.0
18669,NICE APACHEII diagnosen,,,,,NICE APACHEII diagnosen,709,NICE - Apache,,,,0.0,8.0,Operatief Cardiovasculair - Na cardiac arrest,,,,,,,,listitems,125,125.0
18669,NICE APACHEII diagnosen,,,,,NICE APACHEII diagnosen,709,NICE - Apache,,,,0.0,9.0,Operatief Gastro-Intestinaal - Gastro-intestinaal,,,,,,,,listitems,713,713.0
18669,NICE APACHEII diagnosen,,,,,NICE APACHEII diagnosen,709,NICE - Apache,,,,0.0,10.0,Operatief Gastro-Intestinaal - Gastro-intestinaal voor neoplasma,,,,,,,,listitems,1313,1313.0
18669,NICE APACHEII diagnosen,,,,,NICE APACHEII diagnosen,709,NICE - Apache,,,,0.0,11.0,Operatief Gastro-Intestinaal - Gastro-intestinale bloeding,,,,,,,,listitems,190,190.0
18669,NICE APACHEII diagnosen,,,,,NICE APACHEII diagnosen,709,NICE - Apache,,,,0.0,12.0,Operatief Gastro-Intestinaal - Gastro-intestinale perforatie of obstructie,,,,,,,,listitems,1239,1239.0
18669,NICE APACHEII diagnosen,,,,,NICE APACHEII diagnosen,709,NICE - Apache,,,,0.0,13.0,Operatief Hematologisch - Hematologisch,,,,,,,,listitems,123,123.0
18669,NICE APACHEII diagnosen,,,,,NICE APACHEII diagnosen,709,NICE - Apache,,,,0.0,14.0,Operatief Renaal - Renaal,,,,,,,,listitems,208,208.0
18669,NICE APACHEII diagnosen,,,,,NICE APACHEII diagnosen,709,NICE - Apache,,,,0.0,15.0,Operatief Renaal - Renaal neoplasma,,,,,,,,listitems,149,149.0
18669,NICE APACHEII diagnosen,,,,,NICE APACHEII diagnosen,709,NICE - Apache,,,,0.0,16.0,Operatief Renaal - Renaal transplantatie,,,,,,,,listitems,495,495.0
18669,NICE APACHEII diagnosen,,,,,NICE APACHEII diagnosen,709,NICE - Apache,,,,0.0,17.0,Operatief Metabolisme - Metabolisme,,,,,,,,listitems,209,209.0
18669,NICE APACHEII diagnosen,,,,,NICE APACHEII diagnosen,709,NICE - Apache,,,,0.0,18.0,Operatief Neurologisch - Neurologisch,,,,,,,,listitems,985,985.0
18669,NICE APACHEII diagnosen,,,,,NICE APACHEII diagnosen,709,NICE - Apache,,,,0.0,19.0,Operatief Neurologisch - Craniotomie voor neoplasma,,,,,,,,listitems,979,979.0
18669,NICE APACHEII diagnosen,,,,,NICE APACHEII diagnosen,709,NICE - Apache,,,,0.0,20.0,Operatief Neurologisch - Hoofd trauma,,,,,,,,listitems,1186,1186.0
18669,NICE APACHEII diagnosen,,,,,NICE APACHEII diagnosen,709,NICE - Apache,,,,0.0,21.0,Operatief Neurologisch - Craniotomie voor haematoom,,,,,,,,listitems,1169,1169.0
18669,NICE APACHEII diagnosen,,,,,NICE APACHEII diagnosen,709,NICE - Apache,,,,0.0,22.0,Operatief Neurologisch - Laminectomy and other spinal cord surgery,,,,,,,,listitems,584,584.0
18669,NICE APACHEII diagnosen,,,,,NICE APACHEII diagnosen,709,NICE - Apache,,,,0.0,23.0,Operatief Respiratoir - Respiratoir,,,,,,,,listitems,929,929.0
18669,NICE APACHEII diagnosen,,,,,NICE APACHEII diagnosen,709,NICE - Apache,,,,0.0,24.0,Operatief Respiratoir - Thoraxchirurgie voor respiratoir neoplasm,,,,,,,,listitems,404,404.0
18669,NICE APACHEII diagnosen,,,,,NICE APACHEII diagnosen,709,NICE - Apache,,,,0.0,25.0,Operatief Respiratoir - Respiratoire insufficientie na OK,,,,,,,,listitems,234,234.0
18669,NICE APACHEII diagnosen,,,,,NICE APACHEII diagnosen,709,NICE - Apache,,,,0.0,26.0,Operatief Respiratoir - Na respiratoir arrest,,,,,,,,listitems,8,8.0
18669,NICE APACHEII diagnosen,,,,,NICE APACHEII diagnosen,709,NICE - Apache,,,,0.0,27.0,Non-operatief Cardiovasculair - Cardiovasculair,,,,,,,,listitems,794,794.0
18669,NICE APACHEII diagnosen,,,,,NICE APACHEII diagnosen,709,NICE - Apache,,,,0.0,28.0,Non-operatief Cardiovasculair - Cardiovasculair multiple trauma,,,,,,,,listitems,161,161.0
18669,NICE APACHEII diagnosen,,,,,NICE APACHEII diagnosen,709,NICE - Apache,,,,0.0,29.0,Non-operatief Cardiovasculair -Coronair lijden,,,,,,,,listitems,310,310.0
18669,NICE APACHEII diagnosen,,,,,NICE APACHEII diagnosen,709,NICE - Apache,,,,0.0,30.0,Non-operatief Cardiovasculair - Thoracaal of abdominaal aneurysma,,,,,,,,listitems,127,127.0
18669,NICE APACHEII diagnosen,,,,,NICE APACHEII diagnosen,709,NICE - Apache,,,,0.0,31.0,Non-operatief Cardiovasculair - Congestief hart falen,,,,,,,,listitems,668,668.0
18669,NICE APACHEII diagnosen,,,,,NICE APACHEII diagnosen,709,NICE - Apache,,,,0.0,32.0,Non-operatief Cardiovasculair - Hypertensie,,,,,,,,listitems,156,156.0
18669,NICE APACHEII diagnosen,,,,,NICE APACHEII diagnosen,709,NICE - Apache,,,,0.0,33.0,Non-operatief Cardiovasculair - Ritmestoornissen,,,,,,,,listitems,519,519.0
18669,NICE APACHEII diagnosen,,,,,NICE APACHEII diagnosen,709,NICE - Apache,,,,0.0,34.0,Non-operatief Cardiovasculair - Cardiogene shock,,,,,,,,listitems,332,332.0
18669,NICE APACHEII diagnosen,,,,,NICE APACHEII diagnosen,709,NICE - Apache,,,,0.0,35.0,Non-operatief Cardiovasculair - Sepsis,,,,,,,,listitems,1634,1634.0
18669,NICE APACHEII diagnosen,,,,,NICE APACHEII diagnosen,709,NICE - Apache,,,,0.0,36.0,Non-operatief Cardiovasculair - Haemorragische shock,,,,,,,,listitems,115,115.0
18669,NICE APACHEII diagnosen,,,,,NICE APACHEII diagnosen,709,NICE - Apache,,,,0.0,37.0,Non-operatief Cardiovasculair - Na cardiac arrest,,,,,,,,listitems,2673,2673.0
18669,NICE APACHEII diagnosen,,,,,NICE APACHEII diagnosen,709,NICE - Apache,,,,0.0,38.0,Non-operatief Gastro-Intestinaal - Gastro-intestinaal,,,,,,,,listitems,1267,1267.0
18669,NICE APACHEII diagnosen,,,,,NICE APACHEII diagnosen,709,NICE - Apache,,,,0.0,39.0,Non-operatief Gastro-Intestinaal - Gastro-intestinale bloeding,,,,,,,,listitems,664,664.0
18669,NICE APACHEII diagnosen,,,,,NICE APACHEII diagnosen,709,NICE - Apache,,,,0.0,40.0,Non-operatief Hematologisch - Hematologisch,,,,,,,,listitems,568,568.0
18669,NICE APACHEII diagnosen,,,,,NICE APACHEII diagnosen,709,NICE - Apache,,,,0.0,41.0,Non-operatief Renaal - Renaal,,,,,,,,listitems,602,602.0
18669,NICE APACHEII diagnosen,,,,,NICE APACHEII diagnosen,709,NICE - Apache,,,,0.0,42.0,Non-operatief Metabolisme - Metabolisme,,,,,,,,listitems,424,424.0
18669,NICE APACHEII diagnosen,,,,,NICE APACHEII diagnosen,709,NICE - Apache,,,,0.0,43.0,Non-operatief Metabolisme - Diabetische keto-acidose,,,,,,,,listitems,112,112.0
18669,NICE APACHEII diagnosen,,,,,NICE APACHEII diagnosen,709,NICE - Apache,,,,0.0,44.0,Non-operatief Neurologisch - Neurologisch,,,,,,,,listitems,1440,1440.0
18669,NICE APACHEII diagnosen,,,,,NICE APACHEII diagnosen,709,NICE - Apache,,,,0.0,45.0,Non-operatief Neurologisch - Hoofdtrauma,,,,,,,,listitems,1407,1407.0
18669,NICE APACHEII diagnosen,,,,,NICE APACHEII diagnosen,709,NICE - Apache,,,,0.0,46.0,Non-operatief Neurologisch - Drug overdosis,,,,,,,,listitems,414,414.0
18669,NICE APACHEII diagnosen,,,,,NICE APACHEII diagnosen,709,NICE - Apache,,,,0.0,47.0,"Non-operatief Neurologisch - Intracerebr, subduraal, subarachnoidaal haematoom",,,,,,,,listitems,350,350.0
18669,NICE APACHEII diagnosen,,,,,NICE APACHEII diagnosen,709,NICE - Apache,,,,0.0,48.0,Non-operatief Neurologisch - Epiletisch insult,,,,,,,,listitems,376,376.0
18669,NICE APACHEII diagnosen,,,,,NICE APACHEII diagnosen,709,NICE - Apache,,,,0.0,49.0,Non-operatief Respiratoir - Respiratoir,,,,,,,,listitems,2796,2796.0
18669,NICE APACHEII diagnosen,,,,,NICE APACHEII diagnosen,709,NICE - Apache,,,,0.0,50.0,Non-operatief Respiratoir - Respiratoire infectie,,,,,,,,listitems,3599,3599.0
18669,NICE APACHEII diagnosen,,,,,NICE APACHEII diagnosen,709,NICE - Apache,,,,0.0,51.0,Non-operatief Respiratoir - Respiratoir neoplasma,,,,,,,,listitems,182,182.0
18669,NICE APACHEII diagnosen,,,,,NICE APACHEII diagnosen,709,NICE - Apache,,,,0.0,52.0,Non-operatief Respiratoir - Pulmonaire embolus,,,,,,,,listitems,296,296.0
18669,NICE APACHEII diagnosen,,,,,NICE APACHEII diagnosen,709,NICE - Apache,,,,0.0,53.0,Non-operatief Respiratoir - Niet-cardiogene long oedeem,,,,,,,,listitems,151,151.0
18669,NICE APACHEII diagnosen,,,,,NICE APACHEII diagnosen,709,NICE - Apache,,,,0.0,54.0,Non-operatief Respiratoir - Na respiratoir arrest,,,,,,,,listitems,61,61.0
18669,NICE APACHEII diagnosen,,,,,NICE APACHEII diagnosen,709,NICE - Apache,,,,0.0,55.0,Non-operatief Respiratoir - Asthma of allergie,,,,,,,,listitems,53,53.0
18669,NICE APACHEII diagnosen,,,,,NICE APACHEII diagnosen,709,NICE - Apache,,,,0.0,56.0,Non-operatief Respiratoir - Chronisch obstructieve longziekte,,,,,,,,listitems,466,466.0
18669,NICE APACHEII diagnosen,,,,,NICE APACHEII diagnosen,709,NICE - Apache,,,,0.0,57.0,Non-operatief Respiratoir - Aspiratie en vergiftiging,,,,,,,,listitems,258,258.0
18670,NICE SEC APACHEII diagnosen,,,,,NICE SEC APACHEII diagnosen,709,NICE - Apache,,,,0.0,58.0,Operatief Cardiovasculair - Cardiovasculair,,,,,,,,listitems,691,691.0
18670,NICE SEC APACHEII diagnosen,,,,,NICE SEC APACHEII diagnosen,709,NICE - Apache,,,,0.0,59.0,Operatief Cardiovasculair - Cardiovasculair multiple trauma,,,,,,,,listitems,14,14.0
18670,NICE SEC APACHEII diagnosen,,,,,NICE SEC APACHEII diagnosen,709,NICE - Apache,,,,0.0,60.0,Operatief Cardiovasculair - Hartkleppen,,,,,,,,listitems,274,274.0
18670,NICE SEC APACHEII diagnosen,,,,,NICE SEC APACHEII diagnosen,709,NICE - Apache,,,,0.0,61.0,Operatief Cardiovasculair - Perifeer vasculair,,,,,,,,listitems,68,68.0
18670,NICE SEC APACHEII diagnosen,,,,,NICE SEC APACHEII diagnosen,709,NICE - Apache,,,,0.0,62.0,Operatief Cardiovasculair - Haemorragische shock,,,,,,,,listitems,24,24.0
18670,NICE SEC APACHEII diagnosen,,,,,NICE SEC APACHEII diagnosen,709,NICE - Apache,,,,0.0,63.0,Operatief Cardiovasculair - Chron. cardiovasculaire ziekte,,,,,,,,listitems,275,275.0
18670,NICE SEC APACHEII diagnosen,,,,,NICE SEC APACHEII diagnosen,709,NICE - Apache,,,,0.0,64.0,Operatief Cardiovasculair - Sepsis,,,,,,,,listitems,25,25.0
18670,NICE SEC APACHEII diagnosen,,,,,NICE SEC APACHEII diagnosen,709,NICE - Apache,,,,0.0,65.0,Operatief Cardiovasculair - Na cardiac arrest,,,,,,,,listitems,9,9.0
18670,NICE SEC APACHEII diagnosen,,,,,NICE SEC APACHEII diagnosen,709,NICE - Apache,,,,0.0,66.0,Operatief Gastro-Intestinaal - Gastro-intestinaal,,,,,,,,listitems,62,62.0
18670,NICE SEC APACHEII diagnosen,,,,,NICE SEC APACHEII diagnosen,709,NICE - Apache,,,,0.0,67.0,Operatief Gastro-Intestinaal - Gastro-intestinaal voor neoplasma,,,,,,,,listitems,133,133.0
18670,NICE SEC APACHEII diagnosen,,,,,NICE SEC APACHEII diagnosen,709,NICE - Apache,,,,0.0,68.0,Operatief Gastro-Intestinaal - Gastro-intestinale bloeding,,,,,,,,listitems,13,13.0
18670,NICE SEC APACHEII diagnosen,,,,,NICE SEC APACHEII diagnosen,709,NICE - Apache,,,,0.0,69.0,Operatief Gastro-Intestinaal - Gastro-intestinale perforatie of obstructie,,,,,,,,listitems,47,47.0
18670,NICE SEC APACHEII diagnosen,,,,,NICE SEC APACHEII diagnosen,709,NICE - Apache,,,,0.0,70.0,Operatief Hematologisch - Hematologisch,,,,,,,,listitems,5,5.0
18670,NICE SEC APACHEII diagnosen,,,,,NICE SEC APACHEII diagnosen,709,NICE - Apache,,,,0.0,71.0,Operatief Renaal - Renaal,,,,,,,,listitems,8,8.0
18670,NICE SEC APACHEII diagnosen,,,,,NICE SEC APACHEII diagnosen,709,NICE - Apache,,,,0.0,72.0,Operatief Renaal - Renaal neoplasma,,,,,,,,listitems,13,13.0
18670,NICE SEC APACHEII diagnosen,,,,,NICE SEC APACHEII diagnosen,709,NICE - Apache,,,,0.0,73.0,Operatief Renaal - Renaal transplantatie,,,,,,,,listitems,9,9.0
18670,NICE SEC APACHEII diagnosen,,,,,NICE SEC APACHEII diagnosen,709,NICE - Apache,,,,0.0,74.0,Operatief Metabolisme - Metabolisme,,,,,,,,listitems,12,12.0
18670,NICE SEC APACHEII diagnosen,,,,,NICE SEC APACHEII diagnosen,709,NICE - Apache,,,,0.0,75.0,Operatief Neurologisch - Neurologisch,,,,,,,,listitems,60,60.0
18670,NICE SEC APACHEII diagnosen,,,,,NICE SEC APACHEII diagnosen,709,NICE - Apache,,,,0.0,76.0,Operatief Neurologisch - Craniotomie voor neoplasma,,,,,,,,listitems,60,60.0
18670,NICE SEC APACHEII diagnosen,,,,,NICE SEC APACHEII diagnosen,709,NICE - Apache,,,,0.0,77.0,Operatief Neurologisch - Hoofd trauma,,,,,,,,listitems,46,46.0
18670,NICE SEC APACHEII diagnosen,,,,,NICE SEC APACHEII diagnosen,709,NICE - Apache,,,,0.0,78.0,Operatief Neurologisch - Craniotomie voor haematoom,,,,,,,,listitems,21,21.0
18670,NICE SEC APACHEII diagnosen,,,,,NICE SEC APACHEII diagnosen,709,NICE - Apache,,,,0.0,79.0,Operatief Neurologisch - Laminectomy and other spinal cord surgery,,,,,,,,listitems,26,26.0
18670,NICE SEC APACHEII diagnosen,,,,,NICE SEC APACHEII diagnosen,709,NICE - Apache,,,,0.0,80.0,Operatief Respiratoir - Respiratoir,,,,,,,,listitems,62,62.0
18670,NICE SEC APACHEII diagnosen,,,,,NICE SEC APACHEII diagnosen,709,NICE - Apache,,,,0.0,81.0,Operatief Respiratoir - Thoraxchirurgie voor respiratoir neoplasm,,,,,,,,listitems,28,28.0
18670,NICE SEC APACHEII diagnosen,,,,,NICE SEC APACHEII diagnosen,709,NICE - Apache,,,,0.0,82.0,Operatief Respiratoir - Respiratoire insufficientie na OK,,,,,,,,listitems,16,16.0
18670,NICE SEC APACHEII diagnosen,,,,,NICE SEC APACHEII diagnosen,709,NICE - Apache,,,,0.0,84.0,Non-operatief Cardiovasculair - Cardiovasculair,,,,,,,,listitems,51,51.0
18670,NICE SEC APACHEII diagnosen,,,,,NICE SEC APACHEII diagnosen,709,NICE - Apache,,,,0.0,85.0,Non-operatief Cardiovasculair - Cardiovasculair multiple trauma,,,,,,,,listitems,15,15.0
18670,NICE SEC APACHEII diagnosen,,,,,NICE SEC APACHEII diagnosen,709,NICE - Apache,,,,0.0,86.0,Non-operatief Cardiovasculair -Coronair lijden,,,,,,,,listitems,52,52.0
18670,NICE SEC APACHEII diagnosen,,,,,NICE SEC APACHEII diagnosen,709,NICE - Apache,,,,0.0,87.0,Non-operatief Cardiovasculair - Thoracaal of abdominaal aneurysma,,,,,,,,listitems,15,15.0
18670,NICE SEC APACHEII diagnosen,,,,,NICE SEC APACHEII diagnosen,709,NICE - Apache,,,,0.0,88.0,Non-operatief Cardiovasculair - Congestief hart falen,,,,,,,,listitems,106,106.0
18670,NICE SEC APACHEII diagnosen,,,,,NICE SEC APACHEII diagnosen,709,NICE - Apache,,,,0.0,89.0,Non-operatief Cardiovasculair - Hypertensie,,,,,,,,listitems,20,20.0
18670,NICE SEC APACHEII diagnosen,,,,,NICE SEC APACHEII diagnosen,709,NICE - Apache,,,,0.0,90.0,Non-operatief Cardiovasculair - Ritmestoornissen,,,,,,,,listitems,84,84.0
18670,NICE SEC APACHEII diagnosen,,,,,NICE SEC APACHEII diagnosen,709,NICE - Apache,,,,0.0,91.0,Non-operatief Cardiovasculair - Cardiogene shock,,,,,,,,listitems,50,50.0
18670,NICE SEC APACHEII diagnosen,,,,,NICE SEC APACHEII diagnosen,709,NICE - Apache,,,,0.0,92.0,Non-operatief Cardiovasculair - Sepsis,,,,,,,,listitems,148,148.0
18670,NICE SEC APACHEII diagnosen,,,,,NICE SEC APACHEII diagnosen,709,NICE - Apache,,,,0.0,93.0,Non-operatief Cardiovasculair - Haemorragische shock,,,,,,,,listitems,9,9.0
18670,NICE SEC APACHEII diagnosen,,,,,NICE SEC APACHEII diagnosen,709,NICE - Apache,,,,0.0,94.0,Non-operatief Cardiovasculair - Na cardiac arrest,,,,,,,,listitems,124,124.0
18670,NICE SEC APACHEII diagnosen,,,,,NICE SEC APACHEII diagnosen,709,NICE - Apache,,,,0.0,95.0,Non-operatief Gastro-Intestinaal - Gastro-intestinaal,,,,,,,,listitems,85,85.0
18670,NICE SEC APACHEII diagnosen,,,,,NICE SEC APACHEII diagnosen,709,NICE - Apache,,,,0.0,96.0,Non-operatief Gastro-Intestinaal - Gastro-intestinale bloeding,,,,,,,,listitems,48,48.0
18670,NICE SEC APACHEII diagnosen,,,,,NICE SEC APACHEII diagnosen,709,NICE - Apache,,,,0.0,97.0,Non-operatief Hematologisch - Hematologisch,,,,,,,,listitems,86,86.0
18670,NICE SEC APACHEII diagnosen,,,,,NICE SEC APACHEII diagnosen,709,NICE - Apache,,,,0.0,98.0,Non-operatief Renaal - Renaal,,,,,,,,listitems,155,155.0
18670,NICE SEC APACHEII diagnosen,,,,,NICE SEC APACHEII diagnosen,709,NICE - Apache,,,,0.0,99.0,Non-operatief Metabolisme - Metabolisme,,,,,,,,listitems,91,91.0
18670,NICE SEC APACHEII diagnosen,,,,,NICE SEC APACHEII diagnosen,709,NICE - Apache,,,,0.0,100.0,Non-operatief Metabolisme - Diabetische keto-acidose,,,,,,,,listitems,14,14.0
18670,NICE SEC APACHEII diagnosen,,,,,NICE SEC APACHEII diagnosen,709,NICE - Apache,,,,0.0,101.0,Non-operatief Neurologisch - Neurologisch,,,,,,,,listitems,169,169.0
18670,NICE SEC APACHEII diagnosen,,,,,NICE SEC APACHEII diagnosen,709,NICE - Apache,,,,0.0,102.0,Non-operatief Neurologisch - Hoofdtrauma,,,,,,,,listitems,79,79.0
18670,NICE SEC APACHEII diagnosen,,,,,NICE SEC APACHEII diagnosen,709,NICE - Apache,,,,0.0,103.0,Non-operatief Neurologisch - Drug overdosis,,,,,,,,listitems,42,42.0
18670,NICE SEC APACHEII diagnosen,,,,,NICE SEC APACHEII diagnosen,709,NICE - Apache,,,,0.0,104.0,"Non-operatief Neurologisch - Intracerebr, subduraal, subarachnoidaal haematoom",,,,,,,,listitems,55,55.0
18670,NICE SEC APACHEII diagnosen,,,,,NICE SEC APACHEII diagnosen,709,NICE - Apache,,,,0.0,105.0,Non-operatief Neurologisch - Epiletisch insult,,,,,,,,listitems,51,51.0
18670,NICE SEC APACHEII diagnosen,,,,,NICE SEC APACHEII diagnosen,709,NICE - Apache,,,,0.0,106.0,Non-operatief Respiratoir - Respiratoir,,,,,,,,listitems,169,169.0
18670,NICE SEC APACHEII diagnosen,,,,,NICE SEC APACHEII diagnosen,709,NICE - Apache,,,,0.0,107.0,Non-operatief Respiratoir - Respiratoire infectie,,,,,,,,listitems,186,186.0
18670,NICE SEC APACHEII diagnosen,,,,,NICE SEC APACHEII diagnosen,709,NICE - Apache,,,,0.0,108.0,Non-operatief Respiratoir - Respiratoir neoplasma,,,,,,,,listitems,13,13.0
18670,NICE SEC APACHEII diagnosen,,,,,NICE SEC APACHEII diagnosen,709,NICE - Apache,,,,0.0,109.0,Non-operatief Respiratoir - Pulmonaire embolus,,,,,,,,listitems,41,41.0
18670,NICE SEC APACHEII diagnosen,,,,,NICE SEC APACHEII diagnosen,709,NICE - Apache,,,,0.0,110.0,Non-operatief Respiratoir - Niet-cardiogene long oedeem,,,,,,,,listitems,13,13.0
18670,NICE SEC APACHEII diagnosen,,,,,NICE SEC APACHEII diagnosen,709,NICE - Apache,,,,0.0,111.0,Non-operatief Respiratoir - Na respiratoir arrest,,,,,,,,listitems,15,15.0
18670,NICE SEC APACHEII diagnosen,,,,,NICE SEC APACHEII diagnosen,709,NICE - Apache,,,,0.0,112.0,Non-operatief Respiratoir - Asthma of allergie,,,,,,,,listitems,5,5.0
18670,NICE SEC APACHEII diagnosen,,,,,NICE SEC APACHEII diagnosen,709,NICE - Apache,,,,0.0,113.0,Non-operatief Respiratoir - Chronisch obstructieve longziekte,,,,,,,,listitems,45,45.0
18670,NICE SEC APACHEII diagnosen,,,,,NICE SEC APACHEII diagnosen,709,NICE - Apache,,,,0.0,114.0,Non-operatief Respiratoir - Aspiratie en vergiftiging,,,,,,,,listitems,27,27.0
18671,NICE APACHEIV diagnosen,,,,,NICE APACHEIV diagnosen,709,NICE - Apache,,,,0.0,1.0,Non-operative cardiovascular - Anaphylaxis,,,,,,,,listitems,23,23.0
18671,NICE APACHEIV diagnosen,,,,,NICE APACHEIV diagnosen,709,NICE - Apache,,,,0.0,2.0,"Non-operative cardiovascular - Aneurysm, dissecting aortic",,,,,,,,listitems,110,110.0
18671,NICE APACHEIV diagnosen,,,,,NICE APACHEIV diagnosen,709,NICE - Apache,,,,0.0,3.0,"Non-operative cardiovascular - Aneurysm/pseudoaneurysm, other",,,,,,,,listitems,23,23.0
18671,NICE APACHEIV diagnosen,,,,,NICE APACHEIV diagnosen,709,NICE - Apache,,,,0.0,4.0,"Non-operative cardiovascular - Angina, stable (asymp or stable pattern of symptoms w/meds)",,,,,,,,listitems,7,7.0
18671,NICE APACHEIV diagnosen,,,,,NICE APACHEIV diagnosen,709,NICE - Apache,,,,0.0,5.0,"Non-operative cardiovascular - Angina, unstable (angina interferes w/quality of life or meds are tolerated poorly)",,,,,,,,listitems,33,33.0
18671,NICE APACHEIV diagnosen,,,,,NICE APACHEIV diagnosen,709,NICE - Apache,,,,0.0,6.0,Non-operative cardiovascular - Cardiac arrest (with or without respiratory arrest;,,,,,,,,listitems,2620,2620.0
18671,NICE APACHEIV diagnosen,,,,,NICE APACHEIV diagnosen,709,NICE - Apache,,,,0.0,7.0,Non-operative cardiovascular - Cardiomyopathy,,,,,,,,listitems,106,106.0
18671,NICE APACHEIV diagnosen,,,,,NICE APACHEIV diagnosen,709,NICE - Apache,,,,0.0,8.0,"Non-operative cardiovascular - Cardiovascular medical, other",,,,,,,,listitems,137,137.0
18671,NICE APACHEIV diagnosen,,,,,NICE APACHEIV diagnosen,709,NICE - Apache,,,,0.0,9.0,"Non-operative cardiovascular - Chest pain, atypical (noncardiac chest pain)",,,,,,,,listitems,1,1.0
18671,NICE APACHEIV diagnosen,,,,,NICE APACHEIV diagnosen,709,NICE - Apache,,,,0.0,13.0,"Non-operative cardiovascular - Chest pain, unknown origin",,,,,,,,listitems,4,4.0
